college_name,city,district,state,country,college_type,ownership,established_year,official_website,official_admission_url,ug_fee_inr,pg_fee_inr,Rating,Academic,Faculty,Infrastructure,Accommodation,Placement,Social_Life,nirf_2025_rank,College_Name,State,UG_fee,PG_fee,nirf_2025_ss,nirf_2025_fsr,nirf_2025_fqe,nirf_2025_fru,nirf_2025_pu,nirf_2025_qp,nirf_2025_ipr,nirf_2025_fppp,nirf_2025_gph,nirf_2025_gue,nirf_2025_ms,nirf_2025_gphd,affiliation,autonomous_status,naac_grade,accreditation,official_contact_email,official_phone,address,maps_url,campus_area_acres,hostel_available,hostel_fee_inr,library_available,labs_available,sports_facilities,clubs_societies,average_package_lpa,highest_package_lpa,median_package_lpa,placement_rate_percent,placement_year,recruiter_count,top_recruiters,internship_info,placement_source_url,placement_source_year,review_score_5,review_count,review_source,review_source_url,review_year,courses,popular_branches,degree_types,course_duration,entrance_exams,eligibility,cutoff_info,admission_process,application_url,fees_source_url,fees_source_year,college_description,pros,cons,collegeiq_score,data_last_verified,existing_dataset_source,nirf_source,data_status,online_verification_status,online_verification_note
Sreenidhi Institute of Science and Technology,,,Telangana,India,,,,,,520000,210000,7.6,7.8,7.5,7.8,6.9,7.7,7.6,,Sreenidhi Institute of Science and Technology ,Telangana,"5,20,000","2,10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Mahindra University, Hyderabad",,,Telangana,India,,,,,,470000,70000,8.8,9.1,9.0,9.1,8.6,7.8,8.9,,"Mahindra University, Hyderabad ",Telangana,"4,70,000","70,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"St Martin's Engineering College, Secunderabad",,,Telangana,India,,,,,,80000,,7.7,7.9,7.8,7.9,6.8,7.7,8.2,,"St Martin's Engineering College, Secunderabad ",Telangana,"80,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
MLR Institute of Technology,,,Telangana,India,,,,,,96000,57000,8.3,8.3,8.1,8.8,8.4,8.0,8.4,,MLR Institute of Technology ,Telangana,"96,000","57,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Keshav Memorial Institute of Technology,,,Telangana,India,,,,,,111500,,8.2,8.7,8.6,8.1,6.7,9.0,8.3,,Keshav Memorial Institute of Technology ,Telangana,"1,11,500",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Vaagdevi College of Engineering,,,Telangana,India,,,,,,86000,,7.8,8.0,8.0,8.0,7.4,7.5,8.0,,Vaagdevi College of Engineering ,Telangana,"86,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
CMR Engineering College,,,Telangana,India,,,,,,75000,57000,8.8,8.9,8.7,9.2,8.4,9.0,8.4,,CMR Engineering College ,Telangana,"75,000","57,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Matrusri Engineering College, Hyderabad",,,Telangana,India,,,,,,90000,,7.0,7.6,7.2,7.6,5.7,7.0,6.7,,"Matrusri Engineering College, Hyderabad ",Telangana,"90,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Technology,,,Madhya pradesh,India,,,,,,228700,50800,8.0,8.4,8.1,7.7,7.6,7.8,8.4,,Indian Institute of Technology ,Madhya pradesh,"2,28,700","50,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Maulana Azad National Institute of Technology,,,Madhya pradesh,India,,,,,,64939,104275,7.8,7.8,7.5,7.6,7.5,8.1,8.5,81,Maulana Azad National Institute of Technology ,Madhya pradesh,"64,939","1,04,275",14.72,15.66,11.03,13.33,15.18,16.81,2.5,1.87,36.08,15.0,16.5,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Information Technology Design and,,,Madhya pradesh,India,,,,,,137580,71000,7.9,8.2,8.0,8.1,7.5,7.5,8.3,,Indian Institute of Information Technology Design and ,Madhya pradesh,"1,37,580","71,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Atal Bihari Vajpayee Indian Institute of Information,,,Madhya pradesh,India,,,,,,75070,142250,7.6,7.5,7.1,8.2,7.0,7.7,8.0,96,Atal Bihari Vajpayee Indian Institute of Information ,Madhya pradesh,"75,070","1,42,250",8.02,22.19,15.14,15.19,8.46,10.16,0.0,1414.0,38.91,15.0,21.59,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"VIT Bhopal University, Bhopal",,,Madhya pradesh,India,,,,,,198000,193000,7.9,8.6,8.4,7.1,7.7,8.1,7.4,,"VIT Bhopal University, Bhopal ",Madhya pradesh,"1,98,000","1,93,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"RKDF University, Bhopal",,,Madhya pradesh,India,,,,,,55000,35000,7.6,8.0,7.8,8.0,7.0,6.5,8.2,,"RKDF University, Bhopal ",Madhya pradesh,"55,000","35,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Awadhesh Pratap Singh University,,,Madhya pradesh,India,,,,,,40000,,7.1,7.9,8.1,7.2,6.5,5.3,7.3,,Awadhesh Pratap Singh University ,Madhya pradesh,"40,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"University Institute of Technology, Rajiv Gandhi Proudyogiki",,,Madhya pradesh,India,,,,,,23920,62735,6.9,7.2,6.6,7.6,6.5,6.3,6.9,,"University Institute of Technology, Rajiv Gandhi Proudyogiki ",Madhya pradesh,"23,920","62,735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Institute of Information Technology & Management,,,Madhya pradesh,India,,,,,,77000,60000,8.5,8.7,8.4,8.6,8.0,8.5,8.5,,Institute of Information Technology & Management ,Madhya pradesh,"77,000","60,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Institute of Engineering and Technology, Devi Ahilya",,,Madhya pradesh,India,,,,,,82961,71100,7.7,7.9,7.3,7.4,6.6,8.4,8.4,,"Institute of Engineering and Technology, Devi Ahilya ",Madhya pradesh,"82,961","71,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Acropolis Institute of Technology & Research,,,Madhya pradesh,India,,,,,,75100,25500,7.8,7.9,7.8,7.8,7.0,8.0,8.1,,Acropolis Institute of Technology & Research ,Madhya pradesh,"75,100","25,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Indian Institute of Information Technology -[IIIT], Bhopal",,,Madhya pradesh,India,,,,,,179500,,6.0,6.4,6.1,6.5,5.3,5.0,6.8,,"Indian Institute of Information Technology -[IIIT], Bhopal ",Madhya pradesh,"1,79,500",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Jaypee University of Engineering and Technology,,,Madhya pradesh,India,,,,,,189500,96500,7.9,7.8,7.5,8.9,7.9,7.4,7.6,,Jaypee University of Engineering and Technology ,Madhya pradesh,"1,89,500","96,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Oriental University,,,Madhya pradesh,India,,,,,,65000,30000,7.2,7.5,7.2,7.7,6.7,7.1,7.1,,Oriental University ,Madhya pradesh,"65,000","30,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Amity University, Gwalior",,,Madhya pradesh,India,,,,,,164000,64000,8.6,8.8,8.4,9.3,8.5,8.0,8.3,,"Amity University, Gwalior ",Madhya pradesh,"1,64,000","64,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
AKS University,,,Madhya pradesh,India,,,,,,60000,46000,7.3,7.8,8.2,7.6,5.9,6.9,7.4,,AKS University ,Madhya pradesh,"60,000","46,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Jagran Lakecity University,,,Madhya pradesh,India,,,,,,115000,75000,8.0,8.0,7.8,8.6,7.9,7.4,8.1,,Jagran Lakecity University ,Madhya pradesh,"1,15,000","75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Jabalpur Engineering College,,,Madhya pradesh,India,,,,,,22300,10000,7.2,7.5,7.4,6.9,6.4,7.4,7.3,,Jabalpur Engineering College ,Madhya pradesh,"22,300","10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Swami Vivekanand University, Sagar",,,Madhya pradesh,India,,,,,,44000,32000,6.3,6.9,7.0,6.4,5.0,5.6,6.6,,"Swami Vivekanand University, Sagar ",Madhya pradesh,"44,000","32,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Acropolis Group of Institutions, Indore",,,Madhya pradesh,India,,,,,,73600,60000,8.7,8.5,8.7,9.0,8.5,8.6,8.6,,"Acropolis Group of Institutions, Indore ",Madhya pradesh,"73,600","60,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
LNCT University,,,Madhya pradesh,India,,,,,,80000,65000,9.0,9.0,9.3,8.8,8.8,8.9,8.9,,LNCT University ,Madhya pradesh,"80,000","65,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Avantika University, Ujjain",,,Madhya pradesh,India,,,,,,222500,,9.1,9.3,9.3,8.5,8.5,9.5,9.2,,"Avantika University, Ujjain ",Madhya pradesh,"2,22,500",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Ujjain Engineering College,,,Madhya pradesh,India,,,,,,22751,25151,6.7,7.4,7.4,6.2,5.9,6.4,6.9,,Ujjain Engineering College ,Madhya pradesh,"22,751","25,151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Shri Govindram Seksaria Institute of Technology and,,,Madhya pradesh,India,,,,,,75550,118425,7.4,8.0,7.7,7.0,6.7,7.5,7.2,,Shri Govindram Seksaria Institute of Technology and ,Madhya pradesh,"75,550","1,18,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Lakshmi Narain College of Technology,,,Madhya pradesh,India,,,,,,48600,60000,5.7,5.6,6.2,5.2,5.8,5.4,6.2,,Lakshmi Narain College of Technology ,Madhya pradesh,"48,600","60,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
National Institute of Technology,,,Kerala,India,,,,,,53797,27405,8.1,8.4,7.7,8.0,7.9,8.1,8.2,,National Institute of Technology ,Kerala,"53,797","27,405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Space Science and Technology,,,Kerala,India,,,,,,142400,87400,8.1,8.9,8.5,8.6,7.8,7.7,7.2,61,Indian Institute of Space Science and Technology ,Kerala,"1,42,400","87,400",8.65,29.18,15.78,22.27,11.84,10.12,1.0,2.23,33.85,13.18,15.9,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"College of Engineering, Trivandrum",,,Kerala,India,,,,,,200000,15725,8.4,8.6,8.0,8.5,7.8,8.4,8.8,,"College of Engineering, Trivandrum ",Kerala,"2,00,000","15,725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Cochin University of Science and Technology, School",,,Kerala,India,,,,,,86040,52730,8.3,8.5,8.3,8.2,7.8,8.2,8.7,,"Cochin University of Science and Technology, School ",Kerala,"86,040","52,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Baselios Thomas I Catholicose College of Engineering,,,Kerala,India,,,,,,85000,,7.4,7.5,8.5,7.0,8.0,6.5,7.0,,Baselios Thomas I Catholicose College of Engineering ,Kerala,"85,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Cochin University of Science and Technology,,,Kerala,India,,,,,,46600,19290,7.9,8.4,7.8,7.8,7.5,7.7,8.1,,Cochin University of Science and Technology ,Kerala,"46,600","19,290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Technology,,,Kerala,India,,,,,,35850,222350,8.6,9.2,9.0,8.6,7.7,8.7,8.6,,Indian Institute of Technology ,Kerala,"35,850","2,22,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
APJ Abdul Kalam Technological University,,,Kerala,India,,,,,,29000,,7.8,8.1,8.2,8.1,6.9,7.5,8.0,,APJ Abdul Kalam Technological University ,Kerala,"29,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Federal Institute of Science and Technology,,,Kerala,India,,,,,,75100,87050,8.1,8.3,8.3,8.8,7.5,8.0,7.8,,Federal Institute of Science and Technology ,Kerala,"75,100","87,050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Indian Institute of Information Technology [IIIT], Kottayam",,,Kerala,India,,,,,,198950,,8.3,8.5,8.5,8.1,8.1,8.6,8.2,,"Indian Institute of Information Technology [IIIT], Kottayam ",Kerala,"1,98,950",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Government Engineering College,,,Kerala,India,,,,,,22150,10970,8.5,8.5,8.4,8.7,8.0,8.3,8.9,,Government Engineering College ,Kerala,"22,150","10,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
National Institute of Electronics & Information Technology,,,Kerala,India,,,,,,60000,138500,8.4,8.7,8.9,8.7,6.7,8.8,8.6,,National Institute of Electronics & Information Technology ,Kerala,"60,000","1,38,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
TKM College of Engineering,,,Kerala,India,,,,,,8410,16290,8.4,8.8,8.4,8.4,8.2,7.8,8.5,,TKM College of Engineering ,Kerala,"8,410","16,290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
